date,district_name,station_name,total,latitude,longitude,09:30 AM,10:30 AM,11:30 AM,12:30 PM,01:30 PM,02:30 PM,03:30 PM,04:30 PM,05:30 PM,06:30 PM,07:30 PM,08:30 PM,09:30 PM,10:30 PM,11:30 PM,12:30 AM,01:30 AM,02:30 AM,03:30 AM,04:30 AM,05:30 AM,06:30 AM,07:30 AM,08:30 AM
01-08-2026,Ariyalur,Amanakanthondi,0.0,11.2052,79.4096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-08-2026,Ariyalur,Andimadam,0.0,11.332,79.3552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-08-2026,Ariyalur,Ariyalur ARG,0.0,11.1365,79.0766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-08-2026,Ariyalur,Elakkurichy,0.0,10.9516,79.1723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-08-2026,Ariyalur,Irumbilikurichi,0.0,11.1953,79.2224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-08-2026,Ariyalur,Jayankondam,0.0,11.2152,79.3571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-08-2026,Ariyalur,Kattathur North,0.0,11.3007,79.3401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-08-2026,Ariyalur,Kuvagam,0.0,11.2825,79.2823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-08-2026,Ariyalur,Meensurutty,0.0,11.2422,79.4785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-08-2026,Ariyalur,Melakaruppur,0.0,11.0501,79.0978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
